Region,Customer Name,total_sales,row_num,rank_num,dense_rank_num
Africa,Dave Hallsten,1586.97,160,160,160
Africa,Maya Herman,1578.834,161,161,161
Africa,Susan MacKendrick,1575.642,162,162,162
Africa,Ted Trevino,1572.33,163,163,163
Africa,Chris Cortes,1568.688,164,164,164
Africa,Bart Folk,1567.14,165,165,165
Africa,Bobby Odegard,1560.0,166,166,166
Africa,Michelle Arnett,1557.951,167,167,167
Africa,Erin Creighton,1537.101,168,168,168
Africa,Joseph Holt,1536.3,169,169,169
Africa,Philip Fox,1532.88,170,170,170
Africa,Sara Luxemburg,1518.03,171,171,171
Africa,Michelle Lonsdale,1514.16,172,172,172
Africa,Anna Andreadi,1502.634,173,173,173
Africa,Sample Company A,1493.31,174,174,174
Africa,Adam Bellavance,1481.718,175,175,175
Africa,Jim Radford,1479.6,176,176,176
Africa,Dan Campbell,1476.594,177,177,177
Africa,Adrian Hane,1476.03,178,178,178
Africa,Eugene Barchas,1474.287,179,179,179
Africa,Keith Herrera,1472.79,180,180,180
Africa,Eric Barreto,1462.11,181,181,181
Africa,Annie Zypern,1461.549,182,182,182
Africa,Tiffany House,1455.759,183,183,183
Africa,Shahid Collister,1445.64,184,184,184
Africa,Jonathan Doherty,1434.84,185,185,185
Africa,Rob Haberlin,1421.97,186,186,186
Africa,Scot Wooten,1420.08,187,187,187
Africa,Christopher Conant,1413.93,188,188,188
Africa,Richard Eichhorn,1410.717,189,189,189
Africa,Herbert Flentye,1410.54,190,190,190
Africa,Jocasta Rupert,1410.231,191,191,191
Africa,Kelly Lampkin,1402.152,192,192,192
Africa,Craig Leslie,1393.05,193,193,193
Africa,Ann Blume,1382.37,194,194,194
Africa,Charles Sheldon,1380.438,195,195,195
Africa,Shaun Weien,1379.442,196,196,196
Africa,Mark Cousins,1378.791,197,197,197
Africa,Giulietta Baptist,1373.4,198,198,198
Africa,Brendan Murry,1369.44,199,199,199
Africa,David Philippe,1365.3,200,200,200
Africa,Mitch Gastineau,1356.78,201,201,201
Africa,Katherine Murray,1355.829,202,202,202
Africa,Lori Olson,1348.26,203,203,203
Africa,Ken Lonsdale,1340.922,204,204,204
Africa,Dianna Wilson,1339.476,205,205,205
Africa,Steve Chapman,1335.627,206,206,206
Africa,Brosina Hoffman,1333.44,207,207,207
Africa,Nora Preis,1329.054,208,208,208
Africa,Brad Norvell,1325.64,209,209,209
Africa,Marc Crier,1323.363,210,210,210
Africa,Linda Southworth,1321.758,211,211,211
Africa,Sarah Bern,1320.12,212,212,212
Africa,Charlotte Melton,1316.79,213,213,213
Africa,Jack Lebron,1313.514,214,214,214
Africa,Katharine Harms,1310.634,215,215,215
Africa,Mike Kennedy,1309.23,216,216,216
Africa,Logan Currie,1308.39,217,217,217
Africa,Chad McGuire,1303.74,218,218,218
Africa,Hilary Holden,1296.48,219,219,219
Africa,Larry Tron,1279.14,220,220,220
Africa,Anthony Johnson,1278.12,221,221,221
Africa,James Galang,1273.446,222,222,222
Africa,Darrin Van Huff,1269.141,223,223,223
Africa,Eric Hoffmann,1243.74,224,224,224
Africa,Alex Russell,1243.62,225,225,225
Africa,Dianna Arnett,1236.96,226,226,226
Africa,Aaron Smayling,1235.91,227,227,227
Africa,Mary Zewe,1233.981,228,228,228
Africa,Maribeth Schnelling,1232.34,229,229,229
Africa,Kean Nguyen,1219.614,230,230,230
Africa,Corey Roper,1216.941,231,231,231
Africa,Jeremy Pistek,1212.558,232,232,232
Africa,Vivian Mathis,1209.75,233,233,233
Africa,Ed Jacobs,1204.104,234,234,234
Africa,Joy Daniels,1188.237,235,235,235
Africa,Toby Swindell,1173.15,236,236,236
Africa,Eric Murdock,1171.854,237,237,237
Africa,Thomas Thornton,1145.532,238,238,238
Africa,Joy Smith,1122.09,239,239,239
Africa,Shirley Daniels,1114.941,240,240,240
Africa,Grant Thornton,1112.67,241,241,241
Africa,Karl Braun,1109.229,242,242,242
Africa,Darren Powers,1107.99,243,243,243
Africa,Pierre Wener,1096.65,244,244,244
Africa,Dan Reichenbach,1090.329,245,245,245
Africa,Eugene Hildebrand,1086.336,246,246,246
Africa,Max Jones,1080.45,247,247,247
Africa,Juliana Krohn,1078.824,248,248,248
Africa,Patrick O'Brill,1075.776,249,249,249
Africa,Hunter Glantz,1056.372,250,250,250
Africa,David Flashing,1050.36,251,251,251
Africa,Sanjit Jacobs,1049.67,252,252,252
Africa,Sarah Foster,1047.816,253,253,253
Africa,Pauline Chand,1040.37,254,254,254
Africa,Sally Knutson,1032.18,255,255,255
Africa,Parhena Norris,1023.72,256,256,256
Africa,Brian Stugart,1015.41,257,257,257
Africa,Zuschuss Donatelli,1015.326,258,258,258
Africa,Ryan Akin,1011.987,259,259,259
Africa,Barbara Fisher,1008.612,260,260,260
Africa,Carol Darley,995.658,261,261,261
Africa,Dorris liebe,992.946,262,262,262
Africa,Craig Reiter,987.18,263,263,263
Africa,Muhammed Lee,984.504,264,264,264
Africa,Erica Hernandez,976.764,265,265,265
Africa,John Stevenson,973.377,266,266,266
Africa,Anemone Ratner,969.24,267,267,267
Africa,Lisa Hazard,968.82,268,268,268
Africa,Michael Moore,968.07,269,269,269
Africa,Speros Goranitis,967.341,270,270,270
Africa,Gary Hansen,967.29,271,271,271
Africa,Darrin Martin,964.68,272,272,272
Africa,Erin Smith,960.57,273,273,273
Africa,John Dryer,960.246,274,274,274
Africa,Roland Schwarz,959.46,275,275,275
Africa,Trudy Brown,956.58,276,276,276
Africa,Anna Häberlin,948.318,277,277,277
Africa,Frank Carlisle,946.17,278,278,278
Africa,Mike Pelletier,944.01,279,279,279
Africa,Mick Hernandez,942.27,280,280,280
Africa,Kean Takahito,938.94,281,281,281
Africa,Keith Dawkins,937.83,282,282,282
Africa,Brad Eason,937.77,283,283,283
Africa,Sarah Brown,935.946,284,284,284
Africa,Max Ludwig,935.58,285,285,285
Africa,Jeremy Lonsdale,927.18,286,286,286
Africa,Christine Sundaresam,926.64,287,287,287
Africa,Dan Lawera,925.77,288,288,288
Africa,Victoria Wilson,924.81,289,289,289
Africa,Carl Weiss,922.26,290,290,290
Africa,John Huston,920.721,291,291,291
Africa,Beth Thompson,915.171,292,292,292
Africa,Lynn Smith,913.311,293,293,293
Africa,Cynthia Delaney,909.984,294,294,294
Africa,Joel Jenkins,909.168,295,295,295
Africa,Neola Schneider,900.696,296,296,296
Africa,Luke Weiss,895.554,297,297,297
Africa,Jenna Caffey,892.872,298,298,298
Africa,Angele Hood,889.29,299,299,299
Africa,Sonia Sunley,884.46,300,300,300
Africa,Dario Medina,878.268,301,301,301
Africa,Joseph Airdo,872.163,302,302,302
Africa,Evan Bailliet,871.41,303,303,303
Africa,Karen Bern,869.25,304,304,304
Africa,Ricardo Emerson,868.863,305,305,305
Africa,Anne McFarland,867.96,306,306,306
Africa,Sylvia Foulston,867.75,307,307,307
Africa,Aleksandra Gannaway,867.108,308,308,308
Africa,Paul MacIntyre,862.986,309,309,309
Africa,Cari Schnelling,859.92,310,310,310
Africa,Stuart Van,857.49,311,311,311
Africa,Alyssa Crouse,840.819,312,312,312
Africa,Jack Garza,836.364,313,313,313
Africa,Dean Katz,822.69,314,314,314
Africa,Lena Hernandez,815.502,315,315,315
Africa,Bill Shonely,805.86,316,316,316
Africa,Pete Takahito,804.6,317,317,317
Africa,Andy Gerbode,803.736,318,318,318
Africa,Nicole Fjeld,800.616,319,319,319
Africa,Daniel Byrd,791.52,320,320,320
Africa,Jennifer Halladay,789.9,321,321,321
Africa,Sandra Glassco,787.788,322,322,322
Africa,Joy Bell-,784.248,323,323,323
Africa,Nick Crebassa,781.941,324,324,324
Africa,Shui Tom,776.85,325,325,325
Africa,Anna Gayman,774.669,326,326,326
Africa,Bradley Nguyen,772.56,327,327,327
Africa,Anthony Garverick,769.65,328,328,328
Africa,Matt Collins,760.14,329,329,329
Africa,Neil Französisch,754.71,330,330,330
Africa,Corey-Lock,754.497,331,331,331
Africa,Joni Sundaresam,753.912,332,332,332
Africa,Theone Pippenger,748.269,333,333,333
Africa,Peter McVee,745.89,334,334,334
Africa,Sean Wendt,743.394,335,335,335
Africa,Larry Blacks,743.01,336,336,336
Africa,Cynthia Arntzen,742.467,337,337,337
Africa,Duane Noonan,733.296,338,338,338
Africa,Maribeth Dona,732.51,339,339,339
Africa,John Lee,731.955,340,340,340
Africa,Duane Benoit,728.28,341,341,341
Africa,Skye Norling,728.106,342,342,342
Africa,Delfina Latchford,716.01,343,343,343
Africa,Sanjit Chand,715.932,344,344,344
Africa,Jill Matthias,715.413,345,345,345
Africa,Dennis Pardue,714.24,346,346,346
Africa,Peter Fuller,713.37,347,347,347
Africa,Michael Oakman,711.72,348,348,348
Africa,Toby Braunhardt,710.07,349,349,349
Africa,Jeremy Farry,709.065,350,350,350
Africa,Raymond Messe,708.6,351,351,351
Africa,Janet Molinari,707.712,352,352,352
Africa,Bill Eplett,704.919,353,353,353
Africa,Karen Carlisle,699.114,354,354,354
Africa,Barry Franz,698.76,355,355,355
Africa,John Murray,697.128,356,356,356
Africa,Noel Staavos,692.286,357,357,357
Africa,James Lanier,691.05,358,358,358
Africa,Darrin Sayre,690.3,359,359,359
Africa,Randy Ferguson,688.056,360,360,360
Africa,Michelle Moray,686.226,361,361,361
Africa,Fred Wasserman,682.71,362,362,362
Africa,Jason Fortune-,680.352,363,363,363
Africa,Thais Sissman,675.99,364,364,364
Africa,Mitch Willingham,673.932,365,365,365
Africa,Art Ferguson,672.12,366,366,366
Africa,Michael Stewart,671.964,367,367,367
Africa,Charles Crestani,671.58,368,368,368
Africa,Amy Cox,669.0,369,369,369
Africa,Sheri Gordon,666.36,370,370,370
Africa,Muhammed MacIntyre,663.945,371,371,371
Africa,Deborah Brumfield,661.47,372,372,372
Africa,Andy Yotov,660.342,373,373,373
Africa,Craig Carreira,657.78,374,374,374
Africa,Dionis Lloyd,654.888,375,375,375
Africa,Grace Kelly,649.101,376,376,376
Africa,Theresa Swint,646.53,377,377,377
Africa,Julia West,644.43,378,378,378
Africa,Eugene Moren,638.811,379,379,379
Africa,Matthew Clasen,636.06,380,380,380
Africa,Erica Hackney,635.505,381,381,381
Africa,Mark Van Huff,635.31,382,382,382
Africa,Nicole Brennan,632.457,383,383,383
Africa,Dave Brooks,630.132,384,384,384
Africa,Craig Molinari,627.306,385,385,385
Africa,Julie Kriz,624.15,386,386,386
Africa,Pauline Johnson,622.842,387,387,387
Africa,Jamie Kunitz,620.64,388,388,388
Africa,Justin Ritter,616.47,389,389,389
Africa,Sung Chung,613.74,390,390,390
Africa,Jim Epp,612.432,391,391,391
Africa,Steven Ward,609.48,392,392,392
Africa,Harold Pawlan,608.25,393,393,393
Africa,Rick Duston,607.56,394,394,394
Africa,Ken Brennan,606.888,395,395,395
Africa,Tom Prescott,605.508,396,396,396
Africa,Edward Hooks,605.154,397,397,397
Africa,Cyra Reiten,600.27,398,398,398
Africa,John Lucas,599.232,399,399,399
Africa,Gary McGarr,594.846,400,400,400
Africa,Brian Derr,592.551,401,401,401
Africa,Tamara Chand,588.474,402,402,402
Africa,Rick Huthwaite,585.888,403,403,403
Africa,Sandra Flanagan,585.549,404,404,404
Africa,Thomas Seio,584.34,405,405,405
Africa,Ben Peterman,581.166,406,406,406
Africa,Patrick Jones,580.317,407,407,407
Africa,Mary O'Rourke,580.098,408,408,408
Africa,Jay Fein,575.43,409,409,409
Africa,Debra Catini,573.84,410,410,410
Africa,Katrina Edelman,572.04,411,411,411
Africa,MaryBeth Skach,569.67,412,412,412
Africa,Christina DeMoss,567.18,413,413,413
Africa,Giulietta Weimer,565.059,414,414,414
Africa,Laura Armstrong,559.26,415,415,415
Africa,Matt Abelman,558.45,416,416,416
Africa,Maureen Gnade,557.64,417,417,417
Africa,Christopher Martinez,553.194,418,418,418
Africa,Kelly Williams,548.82,419,419,419
Africa,Rob Williams,546.0,420,420,420
Africa,Vicky Freymann,543.36,421,421,421
Africa,Bobby Trafton,541.368,422,422,422
Africa,Alyssa Tate,540.9,423,423,423
Africa,Amy Hunt,539.49,424,424,424
Africa,Justin MacKendrick,534.78,425,425,425
Africa,Pete Kriz,533.52,426,426,426
Africa,Carlos Soltero,533.34,427,427,427
Africa,Pamela Stobb,530.64,428,428,428
Africa,Cathy Hwang,528.282,429,429,429
Africa,Thomas Boland,527.85,430,430,430
Africa,Tom Stivers,523.32,431,431,431
Africa,Greg Matthias,522.15,432,432,432
Africa,Sally Hughsby,520.617,433,433,433
Africa,Patrick Ryan,518.274,434,434,434
Africa,Max Engle,514.845,435,435,435
Africa,Chad Cunningham,513.12,436,436,436
Africa,Alex Grayson,512.865,437,437,437
Africa,Pauline Webber,507.984,438,438,438
Africa,Barry Blumstein,507.36,439,439,439
Africa,Lycoris Saunders,505.491,440,440,440
Africa,Sue Ann Reed,505.314,441,441,441
Africa,Sung Pak,503.496,442,442,442
Africa,Joel Eaton,499.23,443,443,443
Africa,Andrew Allen,496.62,444,444,444
Africa,Marina Lichtenstein,496.5,445,445,445
Africa,Sung Shariari,489.33,446,446,446
Africa,Brian Thompson,481.98,447,447,447
Africa,Paul Gonzalez,481.44,448,448,448
Africa,Matt Collister,481.05,449,449,449
Africa,Bill Overfelt,476.904,450,450,450
Africa,Greg Maxwell,474.54,451,451,451
Africa,Trudy Glocke,468.942,452,452,452
Africa,Andrew Gjertsen,468.69,453,453,453
Africa,Roy Skaria,466.65,454,454,454
Africa,Chad Sievert,465.51,455,455,455
Africa,Elpida Rittenbach,464.52,456,456,456
Africa,Susan Gilcrest,458.988,457,457,457
Africa,Patrick Gardner,458.82,458,458,458
Africa,Mark Hamilton,456.171,459,459,459
Africa,Michelle Huthwaite,450.432,460,460,460
Africa,Tony Chapman,446.91,461,461,461
Africa,Helen Wasserman,442.614,462,462,462
Africa,Dorothy Wardle,435.354,463,463,463
Africa,Adam Shillingsburg,435.204,464,464,464
Africa,Alice McCarthy,434.247,465,465,465
Africa,Carol Adams,434.079,466,466,466
Africa,Nathan Gelder,429.909,467,467,467
Africa,Stephanie Phelps,429.015,468,468,468
Africa,Brian DeCherney,428.337,469,469,469
Africa,Jasper Cacioppo,427.455,470,470,470
Africa,Katrina Willman,427.29,471,471,471
Africa,Thomas Brumley,424.74,472,472,472
Africa,Anne Pryor,423.459,473,473,473
Africa,Maria Etezadi,418.638,474,474,474
Africa,Sibella Parks,418.32,475,475,475
Africa,Rick Bensley,418.05,476,476,476
Africa,Theresa Coyne,416.25,477,477,477
Africa,Philisse Overcash,414.978,478,478,478
Africa,Bart Pistole,413.736,479,479,479
Africa,Allen Goldenen,413.286,480,480,480
Africa,Brooke Gillingham,412.8,481,481,481
Africa,Arthur Wiediger,412.365,482,482,482
Africa,Carl Jackson,411.63,483,483,483
Africa,Bart Watters,410.91,484,484,484
Africa,Corinna Mitchell,410.88,485,485,485
Africa,Sam Zeldin,408.21,486,486,486
Africa,Kelly Andreada,407.604,487,487,487
Africa,Kristen Hastings,403.89,488,488,488
Africa,Benjamin Farhat,398.919,489,489,489
Africa,Troy Staebel,396.84,490,490,490
Africa,Philip Brown,393.639,491,491,491
Africa,Candace McMahon,392.274,492,492,492
Africa,Christina VanderZanden,386.703,493,493,493
Africa,Victoria Brennan,386.31,494,494,494
Africa,Ralph Kennedy,383.55,495,495,495
Africa,Michael Chen,383.25,496,496,496
Africa,Dean percer,381.72,497,497,497
Africa,George Bell,375.48,498,498,498
Africa,Shirley Schmidt,373.41,499,499,499
Africa,Matt Hagelstein,372.39,500,500,500
Africa,Andrew Roberts,370.29,501,501,501
Africa,Dean Braden,370.161,502,502,502
Africa,Ivan Liston,368.238,503,503,503
Africa,Erica Smith,366.774,504,504,504
Africa,Allen Armold,366.012,505,505,505
Africa,Katherine Ducich,363.81,506,506,506
Africa,Natalie DeCherney,360.69,507,507,507
Africa,Greg Hansen,359.775,508,508,508
Africa,Phillip Flathmann,357.276,509,509,509
Africa,Nat Gilpin,357.12,510,510,510
Africa,Daniel Lacy,355.857,511,511,511
Africa,Luke Foster,351.75,512,512,512
Africa,Joni Blumstein,351.138,513,513,513
Africa,Gene Hale,345.942,514,514,514
Africa,Odella Nelson,345.636,515,515,515
Africa,Mike Caudle,344.94,516,516,516
Africa,Michael Kennedy,344.913,517,517,517
Africa,Meg Tillman,342.99,518,518,518
Africa,Penelope Sewall,341.43,519,519,519
Africa,Brian Moss,340.662,520,520,520
Africa,Chuck Magee,340.59,521,521,521
Africa,Ken Heidel,339.6,522,522,522
Africa,Noah Childs,339.48,523,523,523
Africa,David Kendrick,333.9,524,524,524
Africa,Denise Monton,333.21,525,525,525
Africa,Ricardo Sperren,331.62,526,526,526
Africa,Harold Ryan,330.75,527,527,527
Africa,Laurel Workman,328.842,528,528,528
Africa,Todd Sumrall,328.416,529,529,529
Africa,Frank Merwin,327.06,530,530,530
Africa,Andy Reiter,325.53,531,531,531
Africa,Carl Ludwig,324.909,532,532,532
Africa,Clay Cheatham,321.48,533,533,533
Africa,Christina Anderson,321.3,534,534,534
Africa,Kristina Nunn,317.7,535,535,535
Africa,John Castell,313.911,536,536,536
Africa,Larry Hughes,312.282,537,537,537
Africa,Todd Boyes,309.942,538,538,538
Africa,Nick Radford,305.235,539,539,539
Africa,Melanie Seite,304.92,540,540,540
Africa,Xylona Preis,303.468,541,541,541
Africa,Heather Kirkland,301.77,542,542,542
Africa,Matthew Grinstein,301.71,543,543,543
Africa,Robert Waldorf,295.071,544,544,544
Africa,Emily Phan,294.99,545,545,545
Africa,Michael Paige,294.543,546,546,546
Africa,Lena Cacioppo,293.661,547,547,547
Africa,Karen Ferguson,291.402,548,548,548
Africa,Nathan Cano,288.108,549,549,549
Africa,Tracy Poddar,284.43,550,550,550
Africa,Tony Molinari,283.68,551,551,551
Africa,Ruben Dartt,278.763,552,552,552
Africa,Sanjit Engle,271.65,553,553,553
Africa,Phillip Breyer,269.811,554,554,554
Africa,Ben Ferrer,267.84,555,555,555
Africa,Rob Beeghly,266.706,556,556,556
Africa,Vivek Gonzalez,266.16,557,557,557
Africa,Jim Sink,262.68,558,558,558
Africa,Craig Yedwab,262.224,559,559,559
Africa,Denny Joy,261.84,560,560,560
Africa,Paul Lucas,261.09,561,561,561
Africa,Christine Kargatis,258.615,562,562,562
Africa,Harry Marie,258.54,563,563,563
Africa,Patrick Bzostek,254.052,564,564,564
Africa,Dana Kaydos,252.96,565,565,565
Africa,Alan Schoenberger,252.945,566,566,566
Africa,Doug O'Connell,250.722,567,567,567
Africa,Joni Wasserman,249.3,568,568,568
Africa,George Ashbrook,247.887,569,569,569
Africa,Laurel Beltran,246.465,570,570,570
Africa,Don Miller,245.82,571,571,571
Africa,Doug Jacobs,245.16,572,572,572
Africa,Valerie Takahito,241.602,573,573,573
Africa,Rachel Payne,238.062,574,574,574
Africa,Heather Jas,232.47,575,575,575
Africa,Julie Prescott,231.27,576,576,576
Africa,Paul Prost,230.781,577,577,577
Africa,Harold Engle,227.022,578,578,578
Africa,Mitch Webber,224.847,579,579,579
Africa,Nancy Lomonaco,222.21,580,580,580
Africa,Shahid Shariari,221.49,581,581,581
Africa,Christine Abelman,221.25,582,582,582
Africa,Greg Tran,221.034,583,583,583
Africa,Olvera Toch,220.38,584,584,584
Africa,Naresj Patel,219.891,585,585,585
Africa,Lindsay Shagiari,216.708,586,586,586
Africa,Maxwell Schwartz,216.54,587,587,587
Africa,Richard Bierner,215.64,588,588,588
Africa,Berenike Kampe,214.38,589,589,589
Africa,Brian Dahlen,208.5,590,590,590
Africa,Gary Mitchum,207.39,591,591,591
Africa,David Bremer,206.292,592,592,592
Africa,Ken Dana,205.98,593,593,593
Africa,Bill Tyler,204.768,594,594,594
Africa,Jason Klamczynski,203.388,595,595,595
Africa,Cari Sayre,202.41,596,596,596
Africa,Russell Applegate,200.88,597,597,597
Africa,Robert Marley,197.94,598,598,598
Africa,Ted Butterfield,192.618,599,599,599
Africa,Steve Nguyen,192.024,600,600,600
Africa,Fred Hopkins,191.76,601,601,601
Africa,Nathan Mautz,190.89,602,602,602
Africa,Yana Sorensen,190.17,603,603,603
Africa,Tonja Turnell,188.76,604,604,604
Africa,Tanja Norvell,187.35,605,605,605
Africa,Darren Budd,181.05,606,606,606
Africa,Maria Zettner,180.96,607,607,607
